date,Count
1/16/2020 - 1/17/2020,20
1/17/2020 - 1/18/2020,12
1/18/2020 - 1/19/2020,7
1/19/2020 - 1/20/2020,27
1/20/2020 - 1/21/2020,25
1/21/2020 - 1/22/2020,13
1/22/2020 - 1/23/2020,22
1/23/2020 - 1/24/2020,8
1/24/2020 - 1/25/2020,10
1/25/2020 - 1/26/2020,14
1/26/2020 - 1/27/2020,25
1/27/2020 - 1/28/2020,6
1/28/2020 - 1/29/2020,5
1/29/2020 - 1/30/2020,10
1/30/2020 - 1/31/2020,9
1/31/2020 - 2/1/2020,8
2/1/2020 - 2/2/2020,14
2/2/2020 - 2/3/2020,15
2/3/2020 - 2/4/2020,12
2/4/2020 - 2/5/2020,2
2/5/2020 - 2/6/2020,1
2/6/2020 - 2/7/2020,5
2/7/2020 - 2/8/2020,14
2/8/2020 - 2/9/2020,17
2/9/2020 - 2/10/2020,16
2/10/2020 - 2/11/2020,11
2/11/2020 - 2/12/2020,10
2/12/2020 - 2/13/2020,9
2/13/2020 - 2/14/2020,11
2/14/2020 - 2/15/2020,21
2/15/2020 - 2/16/2020,49
2/16/2020 - 2/17/2020,41
2/17/2020 - 2/18/2020,31
2/18/2020 - 2/19/2020,6
2/19/2020 - 2/20/2020,19
2/20/2020 - 2/21/2020,9
2/21/2020 - 2/22/2020,15
2/22/2020 - 2/23/2020,39
2/23/2020 - 2/24/2020,38
2/24/2020 - 2/25/2020,4
2/25/2020 - 2/26/2020,8
2/26/2020 - 2/27/2020,9
2/27/2020 - 2/28/2020,13
2/28/2020 - 2/29/2020,18
2/29/2020 - 3/1/2020,40
3/1/2020 - 3/2/2020,47
3/2/2020 - 3/3/2020,18
3/3/2020 - 3/4/2020,15
3/4/2020 - 3/5/2020,35
3/5/2020 - 3/6/2020,27
3/6/2020 - 3/7/2020,15
3/7/2020 - 3/8/2020,58
3/7/2020 - 3/9/2020,58
3/9/2020 - 3/10/2020,28
3/10/2020 - 3/11/2020,24
3/11/2020 - 3/12/2020,30
3/12/2020 - 3/13/2020,33
3/13/2020 - 3/14/2020,32
3/14/2020 - 3/15/2020,43
3/15/2020 - 3/16/2020,76
3/16/2020 - 3/17/2020,37
3/17/2020 - 3/18/2020,66
3/18/2020 - 3/19/2020,36
3/19/2020 - 3/20/2020,28
3/20/2020 - 3/21/2020,69
3/21/2020 - 3/22/2020,79
3/22/2020 - 3/23/2020,76
3/23/2020 - 3/24/2020,49
3/24/2020 - 3/25/2020,54
3/25/2020 - 3/26/2020,72
3/26/2020 - 3/27/2020,97
3/27/2020 - 3/28/2020,62
3/28/2020 - 3/29/2020,97
3/29/2020 - 3/30/2020,74
3/30/2020 - 3/31/2020,94
3/31/2020 - 4/1/2020,57
4/1/2020 - 4/2/2020,81
4/2/2020 - 4/3/2020,96
4/3/2020 - 4/4/2020,106
4/4/2020 - 4/5/2020,103
4/5/2020 - 4/6/2020,130
4/6/2020 - 4/7/2020,76
4/7/2020 - 4/8/2020,84
4/8/2020 - 4/9/2020,90
4/9/2020 - 4/10/2020,55
4/10/2020 - 4/11/2020,73
4/11/2020 - 4/12/2020,106
4/12/2020 - 4/13/2020,80
4/13/2020 - 4/14/2020,53
4/14/2020 - 4/15/2020,75
4/15/2020 - 4/16/2020,67
4/16/2020 - 4/17/2020,86
4/17/2020 - 4/18/2020,64
4/18/2020 - 4/19/2020,130
4/19/2020 - 4/20/2020,144
4/20/2020 - 4/21/2020,89
4/21/2020 - 4/22/2020,92
4/22/2020 - 4/23/2020,92
4/23/2020 - 4/24/2020,57
4/24/2020 - 4/25/2020,127
4/25/2020 - 4/26/2020,135
4/26/2020 - 4/27/2020,97
4/27/2020 - 4/28/2020,118
4/28/2020 - 4/29/2020,129
4/29/2020 - 4/30/2020,105
4/30/2020 - 5/1/2020,97
5/1/2020 - 5/2/2020,147
5/2/2020 - 5/3/2020,209
5/3/2020 - 5/4/2020,183
5/4/2020 - 5/5/2020,148
5/5/2020 - 5/6/2020,97
5/6/2020 - 5/7/2020,127
5/7/2020 - 5/8/2020,137
5/8/2020 - 5/9/2020,92
5/9/2020 - 5/10/2020,416
5/10/2020 - 5/11/2020,125
5/11/2020 - 5/12/2020,98
5/12/2020 - 5/13/2020,132
5/13/2020 - 5/14/2020,99
5/14/2020 - 5/15/2020,123
5/15/2020 - 5/16/2020,143
5/16/2020 - 5/17/2020,160
5/17/2020 - 5/18/2020,164
5/18/2020 - 5/19/2020,116
5/19/2020 - 5/20/2020,100
5/20/2020 - 5/21/2020,109
5/21/2020 - 5/22/2020,116
5/22/2020 - 5/23/2020,116
5/23/2020 - 5/24/2020,108
5/24/2020 - 5/25/2020,98
5/25/2020 - 5/26/2020,88
5/26/2020 - 5/27/2020,72
5/27/2020 - 5/28/2020,51
5/28/2020 - 5/29/2020,48
5/29/2020 - 5/30/2020,55
5/30/2020 - 5/31/2020,68
5/31/2020 - 6/1/2020,74
6/1/2020 - 6/2/2020,62
6/2/2020 - 6/3/2020,47
6/3/2020 - 6/4/2020,56
6/4/2020 - 6/5/2020,41
6/5/2020 - 6/6/2020,50
6/6/2020 - 6/7/2020,67
6/7/2020 - 6/8/2020,76
6/8/2020 - 6/9/2020,64
6/9/2020 - 6/10/2020,48
6/10/2020 - 6/11/2020,35
6/11/2020 - 6/12/2020,59
6/12/2020 - 6/13/2020,70
6/13/2020 - 6/14/2020,70
6/14/2020 - 6/15/2020,68
6/15/2020 - 6/16/2020,54
6/16/2020 - 6/17/2020,41
6/17/2020 - 6/18/2020,53
6/18/2020 - 6/19/2020,46
6/19/2020 - 6/20/2020,54
6/20/2020 - 6/21/2020,54
6/21/2020 - 6/22/2020,60
6/22/2020 - 6/23/2020,51
6/23/2020 - 6/24/2020,42
6/24/2020 - 6/25/2020,52
6/25/2020 - 6/26/2020,52
6/26/2020 - 6/27/2020,39
6/27/2020 - 6/28/2020,40
6/28/2020 - 6/29/2020,47
6/29/2020 - 6/30/2020,36
6/30/2020 - 7/1/2020,41
7/1/2020 - 7/2/2020,33
7/2/2020 - 7/3/2020,31
7/3/2020 - 7/4/2020,47
7/4/2020 - 7/5/2020,49
7/5/2020 - 7/6/2020,65
7/6/2020 - 7/7/2020,40
7/7/2020 - 7/8/2020,49
7/8/2020 - 7/9/2020,43
7/9/2020 - 7/10/2020,36
7/10/2020 - 7/11/2020,33
7/11/2020 - 7/12/2020,51
7/12/2020 - 7/13/2020,56
7/13/2020 - 7/14/2020,36
7/14/2020 - 7/15/2020,35
7/15/2020 - 7/16/2020,25
7/16/2020 - 7/17/2020,34
7/17/2020 - 7/18/2020,31
7/18/2020 - 7/19/2020,41
7/19/2020 - 7/20/2020,44
7/20/2020 - 7/21/2020,37
7/21/2020 - 7/22/2020,33
7/22/2020 - 7/23/2020,24
7/23/2020 - 7/24/2020,34
7/24/2020 - 7/25/2020,28
7/25/2020 - 7/26/2020,39
7/26/2020 - 7/27/2020,34
7/27/2020 - 7/28/2020,20
7/28/2020 - 7/29/2020,17
7/29/2020 - 7/30/2020,28
7/30/2020 - 7/31/2020,11
7/31/2020 - 8/1/2020,20
8/1/2020 - 8/2/2020,19
8/2/2020 - 8/3/2020,33
8/3/2020 - 8/4/2020,17
8/4/2020 - 8/5/2020,21
8/5/2020 - 8/6/2020,15
8/6/2020 - 8/7/2020,18
8/7/2020 - 8/8/2020,22
8/8/2020 - 8/9/2020,29
8/9/2020 - 8/10/2020,28
8/10/2020 - 8/11/2020,11
8/11/2020 - 8/12/2020,24
8/12/2020 - 8/13/2020,19
8/13/2020 - 8/14/2020,11
8/14/2020 - 8/15/2020,23
8/15/2020 - 8/16/2020,21
8/16/2020 - 8/17/2020,28
8/17/2020 - 8/18/2020,15
8/18/2020 - 8/19/2020,14
8/19/2020 - 8/20/2020,12
8/20/2020 - 8/21/2020,13
8/21/2020 - 8/22/2020,23
8/22/2020 - 8/23/2020,40
8/23/2020 - 8/24/2020,34
8/24/2020 - 8/25/2020,26
8/25/2020 - 8/26/2020,15
8/26/2020 - 8/27/2020,19
8/27/2020 - 8/28/2020,18
8/28/2020 - 8/29/2020,13
8/29/2020 - 8/30/2020,27
8/30/2020 - 8/31/2020,37
8/31/2020 - 9/1/2020,21
9/1/2020 - 9/2/2020,15
9/2/2020 - 9/3/2020,26
9/3/2020 - 9/4/2020,23
9/4/2020 - 9/5/2020,57
9/5/2020 - 9/6/2020,39
9/6/2020 - 9/7/2020,57
9/7/2020 - 9/8/2020,45
9/8/2020 - 9/9/2020,31
9/9/2020 - 9/10/2020,28
9/10/2020 - 9/11/2020,26
9/11/2020 - 9/12/2020,22
9/12/2020 - 9/13/2020,45
9/13/2020 - 9/14/2020,58
9/14/2020 - 9/15/2020,30
9/15/2020 - 9/16/2020,28
9/16/2020 - 9/17/2020,35
9/17/2020 - 9/18/2020,31
9/18/2020 - 9/19/2020,33
9/19/2020 - 9/20/2020,57
9/20/2020 - 9/21/2020,47
9/21/2020 - 9/22/2020,32
9/22/2020 - 9/23/2020,39
9/23/2020 - 9/24/2020,34
9/24/2020 - 9/25/2020,35
9/25/2020 - 9/26/2020,37
9/26/2020 - 9/27/2020,63
9/27/2020 - 9/28/2020,51
9/28/2020 - 9/29/2020,14
9/29/2020 - 9/30/2020,39
9/30/2020 - 10/1/2020,31
10/1/2020 - 10/2/2020,35
10/2/2020 - 10/3/2020,42
10/3/2020 - 10/4/2020,48
10/4/2020 - 10/5/2020,33
10/5/2020 - 10/6/2020,37
10/6/2020 - 10/7/2020,29
10/7/2020 - 10/8/2020,29
10/8/2020 - 10/9/2020,49
10/9/2020 - 10/10/2020,35
10/10/2020 - 10/11/2020,52
10/11/2020 - 10/12/2020,56
10/12/2020 - 10/13/2020,34
10/13/2020 - 10/14/2020,35
10/14/2020 - 10/15/2020,29
10/15/2020 - 10/16/2020,11
10/16/2020 - 10/17/2020,35
10/17/2020 - 10/18/2020,111
10/18/2020 - 10/19/2020,52
10/19/2020 - 10/20/2020,20
10/20/2020 - 10/21/2020,27
10/21/2020 - 10/22/2020,39
10/22/2020 - 10/23/2020,46
10/23/2020 - 10/24/2020,20
10/24/2020 - 10/25/2020,49
10/25/2020 - 10/26/2020,46
10/26/2020 - 10/27/2020,18
10/27/2020 - 10/28/2020,28
10/28/2020 - 10/29/2020,38
10/29/2020 - 10/30/2020,16
10/30/2020 - 10/31/2020,26
10/31/2020 - 11/1/2020,26
11/1/2020 - 11/2/2020,19
11/2/2020 - 11/3/2020,23
11/3/2020 - 11/4/2020,33
11/4/2020 - 11/5/2020,12
11/5/2020 - 11/6/2020,19
11/6/2020 - 11/7/2020,21
11/7/2020 - 11/8/2020,40
11/8/2020 - 11/9/2020,45
11/9/2020 - 11/10/2020,32
11/10/2020 - 11/11/2020,22
11/11/2020 - 11/12/2020,26
11/12/2020 - 11/13/2020,13
11/13/2020 - 11/14/2020,21
11/14/2020 - 11/15/2020,26
11/15/2020 - 11/16/2020,6
11/16/2020 - 11/17/2020,11
11/17/2020 - 11/18/2020,11
11/18/2020 - 11/19/2020,15
11/19/2020 - 11/20/2020,16
11/20/2020 - 11/21/2020,23
11/21/2020 - 11/22/2020,19
11/22/2020 - 11/23/2020,23
11/23/2020 - 11/24/2020,26
11/24/2020 - 11/25/2020,11
11/25/2020 - 11/26/2020,6
11/26/2020 - 11/27/2020,31
11/27/2020 - 11/28/2020,30
11/28/2020 - 11/29/2020,29
11/29/2020 - 11/30/2020,39
11/30/2020 - 12/1/2020,6
12/1/2020 - 12/2/2020,12
12/2/2020 - 12/3/2020,16
12/3/2020 - 12/4/2020,9
12/4/2020 - 12/5/2020,19
12/5/2020 - 12/6/2020,34
12/6/2020 - 12/7/2020,31
12/7/2020 - 12/8/2020,17
12/8/2020 - 12/9/2020,18
12/9/2020 - 12/10/2020,9
12/10/2020 - 12/11/2020,19
12/11/2020 - 12/12/2020,22
12/12/2020 - 12/13/2020,17
12/13/2020 - 12/14/2020,30
12/14/2020 - 12/15/2020,10
12/15/2020 - 12/16/2020,21
12/16/2020 - 12/17/2020,23
12/17/2020 - 12/18/2020,13
12/18/2020 - 12/19/2020,16
12/19/2020 - 12/20/2020,41
12/20/2020 - 12/21/2020,46
12/21/2020 - 12/22/2020,13
12/22/2020 - 12/23/2020,30
12/23/2020 - 12/24/2020,15
12/24/2020 - 12/25/2020,9
12/25/2020 - 12/26/2020,13
12/26/2020 - 12/27/2020,24
12/27/2020 - 12/28/2020,30
12/28/2020 - 12/29/2020,14
12/29/2020 - 12/30/2020,17
12/30/2020 - 12/31/2020,3
12/31/2020 - 1/1/2021,20
1/1/2021 - 1/2/2021,32
1/2/2021 - 1/3/2021,51
1/3/2021 - 1/4/2021,37
1/4/2021 - 1/5/2021,34
1/5/2021 - 1/6/2021,27
1/6/2021 - 1/7/2021,22
1/7/2021 - 1/8/2021,13
1/8/2021 - 1/9/2021,21
1/9/2021 - 1/10/2021,28
1/10/2021 - 1/11/2021,27
1/11/2021 - 1/12/2021,10
1/12/2021 - 1/13/2021,13
1/13/2021 - 1/14/2021,20
1/14/2021 - 1/15/2021,22
1/15/2021 - 1/16/2021,21
1/16/2021 - 1/17/2021,20
1/17/2021 - 1/18/2021,25
1/18/2021 - 1/19/2021,18
1/19/2021 - 1/20/2021,17
1/20/2021 - 1/21/2021,17
1/21/2021 - 1/22/2021,19
1/22/2021 - 1/23/2021,13
1/23/2021 - 1/24/2021,31
1/24/2021 - 1/25/2021,26
1/25/2021 - 1/26/2021,8
1/26/2021 - 1/27/2021,17
1/27/2021 - 1/28/2021,11
1/28/2021 - 1/29/2021,29
1/29/2021 - 1/30/2021,27
1/30/2021 - 1/31/2021,26
1/31/2021 - 2/1/2021,13
2/1/2021 - 2/2/2021,21
2/2/2021 - 2/3/2021,17
2/3/2021 - 2/4/2021,31
2/4/2021 - 2/5/2021,11
2/5/2021 - 2/6/2021,14
2/6/2021 - 2/7/2021,54
2/7/2021 - 2/8/2021,29
2/8/2021 - 2/9/2021,27
2/9/2021 - 2/10/2021,25
2/10/2021 - 2/11/2021,19
2/11/2021 - 2/12/2021,14
2/12/2021 - 2/13/2021,84
2/13/2021 - 2/14/2021,121
2/14/2021 - 2/15/2021,114
2/15/2021 - 2/16/2021,70
2/16/2021 - 2/17/2021,28
2/17/2021 - 2/18/2021,15
2/18/2021 - 2/19/2021,23
2/19/2021 - 2/20/2021,23
2/20/2021 - 2/21/2021,42
2/21/2021 - 2/22/2021,24
2/22/2021 - 2/23/2021,13
2/23/2021 - 2/24/2021,7
2/24/2021 - 2/25/2021,20
2/25/2021 - 2/26/2021,20
2/26/2021 - 2/27/2021,23
2/27/2021 - 2/28/2021,47
2/28/2021 - 3/1/2021,35
3/1/2021 - 3/2/2021,32
3/2/2021 - 3/3/2021,27
3/3/2021 - 3/4/2021,51
3/4/2021 - 3/5/2021,55
3/5/2021 - 3/6/2021,59
3/6/2021 - 3/7/2021,86
3/7/2021 - 3/8/2021,92
3/8/2021 - 3/9/2021,58
3/9/2021 - 3/10/2021,68
3/10/2021 - 3/11/2021,58
3/11/2021 - 3/12/2021,41
3/12/2021 - 3/13/2021,80
3/13/2021 - 3/14/2021,114
3/13/2021 - 3/15/2021,100
3/15/2021 - 3/16/2021,27
3/16/2021 - 3/17/2021,63
3/17/2021 - 3/18/2021,84
3/18/2021 - 3/19/2021,27
3/19/2021 - 3/20/2021,54
3/20/2021 - 3/21/2021,108
3/21/2021 - 3/22/2021,108
3/22/2021 - 3/23/2021,98
3/23/2021 - 3/24/2021,62
3/24/2021 - 3/25/2021,78
3/25/2021 - 3/26/2021,73
3/26/2021 - 3/27/2021,81
3/27/2021 - 3/28/2021,120
3/28/2021 - 3/29/2021,71
3/29/2021 - 3/30/2021,83
3/30/2021 - 3/31/2021,82
3/31/2021 - 4/1/2021,66
4/1/2021 - 4/2/2021,64
4/2/2021 - 4/3/2021,89
4/3/2021 - 4/4/2021,108
4/4/2021 - 4/5/2021,114
4/5/2021 - 4/6/2021,84
4/6/2021 - 4/7/2021,84
4/7/2021 - 4/8/2021,101
4/8/2021 - 4/9/2021,71
4/9/2021 - 4/10/2021,112
4/10/2021 - 4/11/2021,97
4/11/2021 - 4/12/2021,57
4/12/2021 - 4/13/2021,99
4/13/2021 - 4/14/2021,115
4/14/2021 - 4/15/2021,98
4/15/2021 - 4/16/2021,92
4/16/2021 - 4/17/2021,86
4/17/2021 - 4/18/2021,107
4/18/2021 - 4/19/2021,135
4/19/2021 - 4/20/2021,102
4/20/2021 - 4/21/2021,57
4/21/2021 - 4/22/2021,50
4/22/2021 - 4/23/2021,81
4/23/2021 - 4/24/2021,114
4/24/2021 - 4/25/2021,119
4/25/2021 - 4/26/2021,152
4/26/2021 - 4/27/2021,122
4/27/2021 - 4/28/2021,161
4/28/2021 - 4/29/2021,149
4/29/2021 - 4/30/2021,118
4/30/2021 - 5/1/2021,148
5/1/2021 - 5/2/2021,161
5/2/2021 - 5/3/2021,190
5/3/2021 - 5/4/2021,126
5/4/2021 - 5/5/2021,117
5/5/2021 - 5/6/2021,157
5/6/2021 - 5/7/2021,125
5/7/2021 - 5/8/2021,153
5/8/2021 - 5/9/2021,425
5/9/2021 - 5/10/2021,89
5/10/2021 - 5/11/2021,164
5/11/2021 - 5/12/2021,154
5/12/2021 - 5/13/2021,140
5/13/2021 - 5/14/2021,133
5/14/2021 - 5/15/2021,124
5/15/2021 - 5/16/2021,153
5/16/2021 - 5/17/2021,152
5/17/2021 - 5/18/2021,81
5/18/2021 - 5/19/2021,106
5/19/2021 - 5/20/2021,100
5/20/2021 - 5/21/2021,71
5/21/2021 - 5/22/2021,79
5/22/2021 - 5/23/2021,86
5/23/2021 - 5/24/2021,99
5/24/2021 - 5/25/2021,58
5/25/2021 - 5/26/2021,62
5/26/2021 - 5/27/2021,48
5/27/2021 - 5/28/2021,67
5/28/2021 - 5/29/2021,46
5/29/2021 - 5/30/2021,59
5/30/2021 - 5/31/2021,81
5/31/2021 - 6/1/2021,88
6/1/2021 - 6/2/2021,59
6/2/2021 - 6/3/2021,33
6/3/2021 - 6/4/2021,48
6/4/2021 - 6/5/2021,45
6/5/2021 - 6/6/2021,59
6/6/2021 - 6/7/2021,87
6/7/2021 - 6/8/2021,37
6/8/2021 - 6/9/2021,41
6/9/2021 - 6/10/2021,36
6/10/2021 - 6/11/2021,53
6/11/2021 - 6/12/2021,36
6/12/2021 - 6/13/2021,58
6/13/2021 - 6/14/2021,66
6/14/2021 - 6/15/2021,51
6/15/2021 - 6/16/2021,55
6/16/2021 - 6/17/2021,41
6/17/2021 - 6/18/2021,44
6/18/2021 - 6/19/2021,36
6/19/2021 - 6/20/2021,47
6/20/2021 - 6/21/2021,54
6/21/2021 - 6/22/2021,38
6/22/2021 - 6/23/2021,45
6/23/2021 - 6/24/2021,49
6/24/2021 - 6/25/2021,40
6/25/2021 - 6/26/2021,32
6/26/2021 - 6/27/2021,67
6/27/2021 - 6/28/2021,54
6/28/2021 - 6/29/2021,28
6/29/2021 - 6/30/2021,46
6/30/2021 - 7/1/2021,39
7/1/2021 - 7/2/2021,42
7/2/2021 - 7/3/2021,71
7/3/2021 - 7/4/2021,77
7/4/2021 - 7/5/2021,75
7/5/2021 - 7/6/2021,66
7/6/2021 - 7/7/2021,42
7/7/2021 - 7/8/2021,43
7/8/2021 - 7/9/2021,42
7/9/2021 - 7/10/2021,59
7/10/2021 - 7/11/2021,62
7/11/2021 - 7/12/2021,55
7/12/2021 - 7/13/2021,33
7/13/2021 - 7/14/2021,39
7/14/2021 - 7/15/2021,40
7/15/2021 - 7/16/2021,39
7/16/2021 - 7/17/2021,34
7/17/2021 - 7/18/2021,58
7/18/2021 - 7/19/2021,63
7/19/2021 - 7/20/2021,33
7/20/2021 - 7/21/2021,33
7/21/2021 - 7/22/2021,31
7/22/2021 - 7/23/2021,39
7/23/2021 - 7/24/2021,37
7/24/2021 - 7/25/2021,44
7/25/2021 - 7/26/2021,48
7/26/2021 - 7/27/2021,33
7/27/2021 - 7/28/2021,40
7/28/2021 - 7/29/2021,36
7/29/2021 - 7/30/2021,33
7/30/2021 - 7/31/2021,42
7/31/2021 - 8/1/2021,52
8/1/2021 - 8/2/2021,59
8/2/2021 - 8/3/2021,44
8/3/2021 - 8/4/2021,31
8/4/2021 - 8/5/2021,29
8/5/2021 - 8/6/2021,35
8/6/2021 - 8/7/2021,25
8/7/2021 - 8/8/2021,48
8/8/2021 - 8/9/2021,38
8/9/2021 - 8/10/2021,26
8/10/2021 - 8/11/2021,26
8/11/2021 - 8/12/2021,25
8/12/2021 - 8/13/2021,24
8/13/2021 - 8/14/2021,26
8/14/2021 - 8/15/2021,55
8/15/2021 - 8/16/2021,46
8/16/2021 - 8/17/2021,34
8/17/2021 - 8/18/2021,29
8/18/2021 - 8/19/2021,23
8/19/2021 - 8/20/2021,27
8/20/2021 - 8/21/2021,40
8/21/2021 - 8/22/2021,31
8/22/2021 - 8/23/2021,33
8/23/2021 - 8/24/2021,19
8/24/2021 - 8/25/2021,25
8/25/2021 - 8/26/2021,26
8/26/2021 - 8/27/2021,28
8/27/2021 - 8/28/2021,28
8/28/2021 - 8/29/2021,46
8/29/2021 - 8/30/2021,46
8/30/2021 - 8/31/2021,27
8/31/2021 - 9/1/2021,35
9/1/2021 - 9/2/2021,31
9/2/2021 - 9/3/2021,45
9/3/2021 - 9/4/2021,46
9/4/2021 - 9/5/2021,40
9/5/2021 - 9/6/2021,62
9/6/2021 - 9/7/2021,71
9/7/2021 - 9/8/2021,38
9/8/2021 - 9/9/2021,39
9/9/2021 - 9/10/2021,49
9/10/2021 - 9/11/2021,38
9/11/2021 - 9/12/2021,39
9/12/2021 - 9/13/2021,54
9/13/2021 - 9/14/2021,30
9/14/2021 - 9/15/2021,26
9/15/2021 - 9/16/2021,48
9/16/2021 - 9/17/2021,53
9/17/2021 - 9/18/2021,34
9/18/2021 - 9/19/2021,41
9/19/2021 - 9/20/2021,42
9/20/2021 - 9/21/2021,21
9/21/2021 - 9/22/2021,20
9/22/2021 - 9/23/2021,5
9/23/2021 - 9/24/2021,29
9/24/2021 - 9/25/2021,29
9/25/2021 - 9/26/2021,41
9/26/2021 - 9/27/2021,44
9/27/2021 - 9/28/2021,15
9/28/2021 - 9/29/2021,29
9/29/2021 - 9/30/2021,31
9/30/2021 - 10/1/2021,35
10/1/2021 - 10/2/2021,34
10/2/2021 - 10/3/2021,38
10/3/2021 - 10/4/2021,43
10/4/2021 - 10/5/2021,29
10/5/2021 - 10/6/2021,38
10/6/2021 - 10/7/2021,30
10/7/2021 - 10/8/2021,38
10/8/2021 - 10/9/2021,31
10/9/2021 - 10/10/2021,77
10/10/2021 - 10/11/2021,42
